tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr13881,24, Private, 295763, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 50, United-States, <=50K
tr13882,71, State-gov, 100063, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr13883,49, Private, 194962, 11th, 7, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 6, United-States, <=50K
tr13884,39, Federal-gov, 227597, HS-grad, 9, Never-married, Armed-Forces, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr13885,22, Private, 117606, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr13886,67, Federal-gov, 44774, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr13887,18, Private, 177648, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr13888,38, Private, 172571, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 54, United-States, >50K
tr13889,38, ?, 203482, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr13890,50, Private, 153931, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr13891,56, Self-emp-not-inc, 84774, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr13892,23, Private, 157127, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr13893,26, Private, 170786, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13894,32, Private, 281030, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13895,44, Private, 203761, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 10520, 0, 40, United-States, >50K
tr13896,27, Private, 167405, HS-grad, 9, Married-spouse-absent, Farming-fishing, Own-child, White, Female, 0, 0, 40, Mexico, <=50K
tr13897,40, Local-gov, 188436, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 40, United-States, >50K
tr13898,31, State-gov, 176998, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K
tr13899,57, Private, 200316, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13900,25, Private, 160300, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr13901,22, Private, 236684, Assoc-voc, 11, Never-married, Other-service, Own-child, Black, Female, 0, 0, 36, United-States, <=50K
tr13902,20, Local-gov, 247794, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr13903,27, Private, 267325, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 3464, 0, 40, United-States, <=50K
tr13904,27, State-gov, 280618, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr13905,41, Local-gov, 248406, HS-grad, 9, Separated, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr13906,31, Local-gov, 226494, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr13907,41, Private, 220460, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr13908,25, Private, 108317, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr13909,29, State-gov, 147256, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, >50K
tr13910,62, Private, 114060, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 91, United-States, <=50K
tr13911,29, Federal-gov, 31161, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Other, Female, 0, 0, 40, United-States, <=50K
tr13912,44, Private, 105862, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 70, United-States, >50K
tr13913,32, Private, 402089, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 2, United-States, <=50K
tr13914,19, ?, 425447, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr13915,20, Private, 137300, Assoc-voc, 11, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr13916,65, State-gov, 326691, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr13917,24, Private, 275093, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
tr13918,37, Self-emp-not-inc, 112497, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr13919,43, Local-gov, 174491, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr13920,38, Self-emp-not-inc, 114835, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 60, United-States, >50K
tr13921,28, Private, 137898, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr13922,33, Private, 153151, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 4416, 0, 40, United-States, <=50K
tr13923,32, Private, 134886, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr13924,38, Private, 193815, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr13925,42, Self-emp-not-inc, 101593, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
tr13926,27, Private, 164924, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr13927,41, Private, 174201, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr13928,47, Local-gov, 36169, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
tr13929,55, Private, 144071, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr13930,30, Self-emp-not-inc, 180859, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 8, United-States, <=50K
tr13931,54, Private, 221915, Some-college, 10, Widowed, Craft-repair, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
tr13932,21, Private, 351084, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr13933,34, Private, 97306, Bachelors, 13, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr13934,30, Private, 185027, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13935,31, Private, 182539, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr13936,22, Private, 215395, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
tr13937,37, Private, 186434, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr13938,52, Local-gov, 346668, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr13939,57, Self-emp-inc, 412952, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13940,48, Private, 167009, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
tr13941,58, Private, 316000, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13942,40, Private, 341835, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr13943,30, Private, 169841, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr13944,26, Self-emp-not-inc, 200681, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Outlying-US(Guam-USVI-etc), <=50K
tr13945,46, Self-emp-not-inc, 456956, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr13946,26, Federal-gov, 276075, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr13947,50, Federal-gov, 96657, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr13948,22, Private, 374313, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
tr13949,36, Private, 110998, Masters, 14, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, India, <=50K
tr13950,30, Private, 53285, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K
tr13951,58, Private, 104613, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr13952,17, ?, 303317, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr13953,72, Private, 298070, Assoc-voc, 11, Separated, Other-service, Unmarried, White, Female, 6723, 0, 25, United-States, <=50K
tr13954,19, Private, 318822, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr13955,29, Private, 375078, 7th-8th, 4, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Mexico, <=50K
tr13956,20, ?, 232799, HS-grad, 9, Never-married, ?, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
tr13957,30, Private, 210851, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13958,47, Self-emp-not-inc, 213745, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
tr13959,51, Private, 204447, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
tr13960,26, Private, 318934, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13961,24, Private, 237386, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
tr13962,44, Private, 182629, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 0, 0, 24, Iran, <=50K
tr13963,43, Private, 144778, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr13964,51, Private, 237630, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 7298, 0, 50, United-States, >50K
tr13965,41, Private, 171550, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13966,39, State-gov, 42186, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 3464, 0, 20, United-States, <=50K
tr13967,54, Private, 284952, 10th, 6, Separated, Sales, Unmarried, White, Female, 0, 0, 43, Italy, <=50K
tr13968,62, Private, 96099, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr13969,32, Private, 391874, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13970,23, Self-emp-not-inc, 184370, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr13971,84, Local-gov, 135839, Assoc-voc, 11, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 14, United-States, <=50K
tr13972,46, Private, 194698, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 60, United-States, <=50K
tr13973,67, Local-gov, 342175, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 2009, 0, 40, United-States, <=50K
tr13974,29, Private, 67218, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13975,33, Private, 205152, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
tr13976,23, Private, 434467, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 42, United-States, <=50K
tr13977,63, ?, 110150, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 55, United-States, >50K
tr13978,55, ?, 123382, HS-grad, 9, Separated, ?, Not-in-family, Black, Female, 0, 2001, 40, United-States, <=50K
tr13979,42, State-gov, 404573, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr13980,17, Private, 99462, 11th, 7, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States, <=50K
tr13981,60, Private, 170310, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr13982,31, Private, 199883, 12th, 8, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr13983,28, Private, 70034, 7th-8th, 4, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, Portugal, <=50K
tr13984,31, Private, 393357, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 48, United-States, <=50K
tr13985,65, ?, 249043, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 10605, 0, 40, United-States, >50K
tr13986,31, Private, 72630, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 14084, 0, 50, United-States, >50K
tr13987,61, Private, 223133, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr13988,40, State-gov, 195520, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 49, United-States, <=50K
tr13989,39, Private, 257942, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr13990,37, Local-gov, 269300, Some-college, 10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, 0, 0, 27, United-States, <=50K
tr13991,47, Private, 137354, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr13992,45, Federal-gov, 232997, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, >50K
tr13993,30, Self-emp-not-inc, 164190, Prof-school, 15, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr13994,49, Private, 153536, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 44, United-States, >50K
tr13995,51, Local-gov, 26832, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr13996,31, Private, 188096, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 72, United-States, >50K
tr13997,48, Self-emp-inc, 369522, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 25, United-States, >50K
tr13998,20, Private, 110998, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 30, United-States, <=50K
tr13999,32, Private, 205152, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 40, United-States, >50K
tr14000,31, ?, 163890, Some-college, 10, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr14001,19, Private, 358631, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr14002,50, Private, 185354, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr14003,33, Private, 336061, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14004,25, ?, 47011, Bachelors, 13, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr14005,49, Private, 149949, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K
tr14006,30, Private, 59496, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14007,23, Private, 32950, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14008,44, Private, 109912, Doctorate, 16, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 32, United-States, >50K
tr14009,24, Private, 199555, Assoc-voc, 11, Never-married, Sales, Unmarried, White, Male, 0, 0, 5, United-States, <=50K
tr14010,28, Private, 91299, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 45, United-States, <=50K
tr14011,56, Private, 99359, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1617, 40, United-States, <=50K
tr14012,38, Private, 242559, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
tr14013,20, Private, 286391, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 2176, 0, 20, United-States, <=50K
tr14014,82, Private, 132870, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 4356, 18, United-States, <=50K
tr14015,52, Federal-gov, 22428, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, >50K
tr14016,32, Private, 239150, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr14017,37, Private, 170563, Assoc-voc, 11, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr14018,36, Private, 173542, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14019,39, Private, 286026, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14020,30, Private, 72887, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 3411, 0, 40, United-States, <=50K
tr14021,49, Local-gov, 163229, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, <=50K
tr14022,40, Local-gov, 165726, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr14023,42, Private, 70055, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr14024,35, Private, 184655, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14025,39, Private, 139906, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 81, United-States, <=50K
tr14026,32, Local-gov, 198211, Assoc-voc, 11, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14027,22, Private, 146540, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr14028,53, Local-gov, 132304, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr14029,25, Private, 190916, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14030,17, Never-worked, 237272, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr14031,44, Private, 755858, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, >50K
tr14032,52, Private, 127315, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14033,42, State-gov, 304302, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr14034,34, Private, 184942, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14035,27, Private, 267989, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14036,37, Private, 188377, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr14037,39, State-gov, 221059, Masters, 14, Married-civ-spouse, Prof-specialty, Other-relative, Other, Female, 7688, 0, 38, United-States, >50K
tr14038,26, Private, 340787, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14039,48, Private, 140782, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 38, United-States, >50K
tr14040,57, Private, 169071, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 28, United-States, <=50K
tr14041,36, Self-emp-not-inc, 151094, Assoc-voc, 11, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr14042,27, Private, 122922, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr14043,17, Private, 151141, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr14044,30, Private, 136651, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr14045,37, Private, 177285, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 48, United-States, >50K
tr14046,31, Local-gov, 128016, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14047,23, Private, 200318, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr14048,32, Private, 250354, 10th, 6, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 45, United-States, <=50K
tr14049,58, Private, 191069, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14050,31, Private, 27856, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 8, United-States, <=50K
tr14051,44, Private, 523484, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr14052,59, Private, 174864, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 45, United-States, >50K
tr14053,42, Private, 196029, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, >50K
tr14054,45, Private, 200471, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr14055,20, Private, 353195, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr14056,35, Private, 222868, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14057,50, Private, 221791, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr14058,56, Private, 197114, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 28, United-States, <=50K
tr14059,48, Private, 160220, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14060,58, Self-emp-not-inc, 274917, Masters, 14, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr14061,32, Private, 348460, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14062,23, Private, 112683, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 12, United-States, <=50K
tr14063,48, Private, 345831, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14064,33, Private, 105370, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
tr14065,48, Private, 345006, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, Mexico, <=50K
tr14066,40, Local-gov, 108765, Assoc-voc, 11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
tr14067,50, Private, 138022, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14068,52, Self-emp-not-inc, 175029, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr14069,19, Private, 189574, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr14070,55, Self-emp-not-inc, 141409, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
tr14071,36, Self-emp-not-inc, 186035, Prof-school, 15, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, >50K
tr14072,39, Private, 165235, Bachelors, 13, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, >50K
tr14073,22, Private, 105043, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr14074,44, Private, 230684, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K
tr14075,34, Private, 345705, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1408, 38, United-States, <=50K
tr14076,33, Private, 248584, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14077,55, Private, 436861, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 14084, 0, 40, United-States, >50K
tr14078,35, Private, 200153, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr14079,50, Private, 398625, 11th, 7, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr14080,43, Private, 114043, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr14081,29, Private, 169544, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14082,56, Private, 343849, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr14083,24, Private, 291578, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14084,46, Private, 136162, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr14085,60, Self-emp-inc, 376133, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 15024, 0, 15, United-States, >50K
tr14086,48, Self-emp-inc, 302612, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14087,65, Local-gov, 240166, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 35, United-States, <=50K
