tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst825,55, Private, 393768, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst826,38, Private, 26698, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst827,46, Private, 190115, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 40, United-States,?
tst828,58, Private, 317479, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst829,51, Private, 33304, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst830,35, Private, 209993, 11th, 7, Separated, Priv-house-serv, Unmarried, White, Female, 0, 0, 8, Mexico,?
tst831,39, Private, 315291, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst832,35, Private, 217893, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst833,48, Local-gov, 407495, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States,?
tst834,39, Local-gov, 272166, Bachelors, 13, Separated, Prof-specialty, Not-in-family, Black, Male, 0, 0, 30, United-States,?
tst835,42, Private, 102085, HS-grad, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst836,22, Private, 401451, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States,?
tst837,58, Self-emp-not-inc, 35551, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States,?
tst838,46, Self-emp-inc, 326048, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst839,34, Private, 70466, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst840,45, State-gov, 36032, HS-grad, 9, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst841,40, State-gov, 151038, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst842,28, ?, 205562, Masters, 14, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst843,40, Local-gov, 166893, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States,?
tst844,37, Self-emp-not-inc, 265266, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Cuba,?
tst845,21, Private, 159567, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst846,20, ?, 211968, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 45, United-States,?
tst847,37, Self-emp-not-inc, 348960, Assoc-acdm, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst848,40, Private, 223548, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico,?
tst849,59, Private, 38573, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst850,49, Private, 281647, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst851,55, Private, 106740, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst852,47, Private, 146497, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 16, Germany,?
tst853,23, ?, 381741, Assoc-acdm, 12, Never-married, ?, Own-child, White, Male, 0, 1721, 20, United-States,?
tst854,21, Private, 190968, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst855,35, Self-emp-not-inc, 193260, Masters, 14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?,?
tst856,34, Private, 214288, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst857,29, Private, 274969, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 42, United-States,?
tst858,30, Federal-gov, 314310, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst859,36, Private, 200360, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst860,23, Private, 87867, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States,?
tst861,44, Private, 184105, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 40, United-States,?
tst862,71, Private, 217971, 9th, 5, Widowed, Sales, Unmarried, White, Female, 0, 0, 13, United-States,?
tst863,75, ?, 248833, HS-grad, 9, Married-AF-spouse, ?, Wife, White, Female, 2653, 0, 14, United-States,?
tst864,39, Self-emp-not-inc, 164593, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 4787, 0, 40, United-States,?
tst865,42, Private, 145711, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States,?
tst866,25, Private, 195914, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 3418, 0, 30, United-States,?
tst867,42, Private, 252518, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States,?
tst868,36, Private, 89508, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst869,45, Private, 187370, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 7430, 0, 70, United-States,?
tst870,49, ?, 189885, HS-grad, 9, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst871,48, Private, 99096, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1590, 38, United-States,?
tst872,20, Private, 352139, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 29, United-States,?
tst873,40, Private, 374367, Assoc-voc, 11, Separated, Sales, Not-in-family, Black, Male, 0, 0, 44, United-States,?
tst874,29, Private, 277342, Some-college, 10, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States,?
tst875,18, Private, 95917, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, Canada,?
tst876,57, Private, 124507, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst877,44, Private, 175669, 11th, 7, Married-civ-spouse, Prof-specialty, Wife, White, Female, 5178, 0, 36, United-States,?
tst878,50, Private, 228057, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst879,50, Private, 198681, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States,?
tst880,19, Private, 517036, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, El-Salvador,?
tst881,64, Private, 216208, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst882,31, Private, 213179, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst883,70, Self-emp-inc, 188260, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States,?
tst884,39, Private, 270059, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States,?
tst885,69, Private, 124930, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 2267, 40, United-States,?
tst886,29, Private, 59231, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States,?
tst887,71, Private, 182395, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 11678, 0, 45, United-States,?
tst888,35, Private, 166193, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst889,28, Private, 125321, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst890,26, Private, 132572, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst891,39, Private, 76417, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst892,37, Private, 549174, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst893,43, Private, 234220, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, Cuba,?
tst894,25, Private, 185942, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States,?
tst895,62, Private, 69867, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States,?
tst896,42, Local-gov, 209752, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst897,37, Local-gov, 98725, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 0, 0, 42, United-States,?
tst898,43, Private, 336042, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst899,39, Private, 216129, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 35, Jamaica,?
tst900,58, State-gov, 300623, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst901,18, Private, 131180, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 16, United-States,?
tst902,31, Private, 398988, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst903,21, State-gov, 41183, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States,?
tst904,53, Private, 153052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst905,26, Private, 37202, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst906,33, Private, 181091, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 35, England,?
tst907,27, Private, 137063, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst908,25, Self-emp-not-inc, 245369, HS-grad, 9, Separated, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst909,43, Private, 156403, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst910,80, Self-emp-not-inc, 132728, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst911,27, Private, 150080, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States,?
tst912,26, Private, 245029, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst913,26, Private, 64289, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst914,42, Self-emp-not-inc, 29962, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States,?
tst915,28, ?, 424884, 10th, 6, Separated, ?, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst916,72, Private, 183616, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, England,?
tst917,39, State-gov, 55568, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst918,46, Private, 393715, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States,?
tst919,30, Private, 130021, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 2829, 0, 40, United-States,?
tst920,29, State-gov, 183285, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 36, United-States,?
tst921,45, Private, 101825, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 0, 0, 45, United-States,?
tst922,47, Private, 198200, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst923,30, Private, 35644, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States,?
tst924,31, Private, 265706, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States,?
tst925,35, Private, 140752, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 25, United-States,?
tst926,39, Private, 97136, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst927,19, Self-emp-inc, 164658, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 60, United-States,?
tst928,49, Self-emp-not-inc, 208872, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1672, 98, United-States,?
tst929,32, Private, 205528, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst930,28, Self-emp-inc, 146042, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst931,69, ?, 254834, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 10605, 0, 10, United-States,?
tst932,24, Self-emp-not-inc, 204209, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 60, United-States,?
tst933,70, Private, 206232, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States,?
tst934,66, Self-emp-not-inc, 182470, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States,?
tst935,43, Private, 88233, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst936,20, Private, 173851, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst937,63, ?, 222289, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 7688, 0, 54, United-States,?
tst938,24, Private, 216129, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 1408, 50, United-States,?
tst939,48, Private, 30289, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States,?
tst940,17, Private, 138293, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States,?
tst941,44, Federal-gov, 161240, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst942,45, Private, 274689, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst943,30, Self-emp-not-inc, 166961, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States,?
tst944,47, Private, 133969, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 2885, 0, 65, Japan,?
tst945,36, Private, 35429, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst946,73, Federal-gov, 127858, Some-college, 10, Widowed, Tech-support, Not-in-family, White, Female, 3273, 0, 40, United-States,?
tst947,37, Self-emp-not-inc, 29054, Assoc-voc, 11, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 84, United-States,?
tst948,26, Private, 162302, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst949,45, Local-gov, 56841, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst950,45, State-gov, 103406, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States,?
tst951,30, State-gov, 158291, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst952,44, Private, 210534, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico,?
tst953,32, Private, 231413, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst954,41, Private, 223548, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico,?
tst955,34, Local-gov, 236415, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 18, United-States,?
tst956,44, Private, 86298, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst957,29, Private, 232666, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst958,27, Private, 40295, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 99, United-States,?
tst959,19, Private, 125938, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, El-Salvador,?
tst960,56, Private, 314149, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst961,44, Private, 195881, Some-college, 10, Divorced, Exec-managerial, Other-relative, White, Female, 0, 0, 45, United-States,?
tst962,25, Private, 190418, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, Canada,?
tst963,19, Private, 86860, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 15, United-States,?
tst964,47, Private, 98012, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 40, United-States,?
tst965,82, ?, 42435, 10th, 6, Widowed, ?, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst966,35, Private, 172694, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst967,30, Private, 216811, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst968,41, Private, 120277, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst969,28, Private, 190836, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3411, 0, 40, United-States,?
tst970,29, Private, 253262, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst971,69, ?, 337720, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 24, United-States,?
tst972,40, Private, 183404, Some-college, 10, Separated, Other-service, Unmarried, White, Female, 0, 0, 8, United-States,?
tst973,46, Private, 192793, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst974,23, State-gov, 309055, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States,?
tst975,32, Private, 190784, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst976,39, Self-emp-not-inc, 315640, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 60, Iran,?
tst977,55, Self-emp-inc, 298449, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 50, United-States,?
tst978,62, Local-gov, 136787, HS-grad, 9, Divorced, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States,?
tst979,40, Private, 360884, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7298, 0, 40, United-States,?
tst980,32, Private, 195602, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 45, United-States,?
tst981,58, Self-emp-not-inc, 130714, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst982,30, Private, 236861, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1876, 45, United-States,?
tst983,28, Private, 334368, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 4650, 0, 40, United-States,?
tst984,44, Private, 151985, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 24, United-States,?
tst985,24, Private, 235722, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst986,52, Private, 48343, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst987,64, ?, 211360, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst988,41, Private, 171546, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States,?
tst989,32, Private, 328199, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst990,63, Private, 221072, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 49, ?,?
tst991,76, ?, 191024, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States,?
tst992,38, State-gov, 142022, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States,?
tst993,51, Private, 102904, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 43, United-States,?
tst994,39, Private, 51264, 11th, 7, Divorced, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst995,38, Private, 260997, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst996,38, Private, 166585, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States,?
tst997,34, Private, 154667, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States,?
tst998,60, Private, 101096, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 65, United-States,?
tst999,21, Private, 308237, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico,?
tst1000,60, Private, 198170, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1001,18, Private, 126071, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst1002,32, Private, 286675, Some-college, 10, Never-married, Exec-managerial, Other-relative, White, Male, 0, 0, 40, United-States,?
tst1003,47, Private, 161311, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 30, United-States,?
tst1004,59, Local-gov, 181242, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1005,35, Private, 356238, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 80, United-States,?
tst1006,32, Private, 235847, Some-college, 10, Never-married, Exec-managerial, Other-relative, White, Female, 0, 0, 50, United-States,?
tst1007,41, Private, 95168, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1008,35, Private, 214891, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Dominican-Republic,?
tst1009,49, ?, 296892, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, Puerto-Rico,?
tst1010,35, Private, 144322, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1011,62, Self-emp-not-inc, 39630, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States,?
tst1012,48, Self-emp-inc, 184787, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1013,43, Private, 223277, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1014,32, Private, 45796, 12th, 8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1015,37, Private, 86551, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1016,29, Private, 107812, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 15, United-States,?
tst1017,64, ?, 108082, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst1018,43, State-gov, 126701, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States,?
tst1019,22, Private, 117606, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 32, United-States,?
tst1020,40, ?, 65545, Masters, 14, Divorced, ?, Own-child, White, Female, 0, 0, 55, United-States,?
tst1021,34, Private, 263307, Bachelors, 13, Never-married, Sales, Unmarried, Black, Male, 0, 0, 45, ?,?
tst1022,33, Private, 69311, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1023,26, Private, 59367, Bachelors, 13, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States,?
tst1024,47, Private, 191978, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1025,40, Private, 154374, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States,?
tst1026,29, Private, 253799, 12th, 8, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, England,?
tst1027,23, Private, 103064, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1028,37, Private, 127918, Some-college, 10, Never-married, Transport-moving, Unmarried, White, Female, 0, 0, 20, Puerto-Rico,?
tst1029,35, Private, 953588, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst1030,51, Private, 99064, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States,?
tst1031,36, Local-gov, 223433, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 53, United-States,?
tst1032,29, Private, 74500, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1033,26, Private, 231638, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1034,43, Private, 154210, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 2829, 0, 60, China,?
tst1035,26, Private, 222539, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1036,31, State-gov, 59969, HS-grad, 9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 35, United-States,?
tst1037,31, Private, 172304, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1038,30, Self-emp-not-inc, 115932, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 99999, 0, 50, United-States,?
tst1039,39, Private, 160123, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1040,25, Private, 130302, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1041,55, State-gov, 199713, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States,?
tst1042,52, Private, 155433, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, ?,?
tst1043,46, Private, 233511, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 48, United-States,?
tst1044,37, State-gov, 76767, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 39, United-States,?
